18:54, Sunday, February 15, 2026
Study name:Static 1
Units: mm
Selected reference : N/A
Node  ,X (mm)  ,Y (mm)  ,Z (mm)  ,URES (mm)
9  ,107.981  ,42.2872  ,-68.7909  ,2.40399e-01
77290  ,108.006  ,42.2872  ,-68.452  ,2.40392e-01
72789  ,107.947  ,42.2872  ,-69.1224  ,2.40391e-01
5935  ,107.905  ,42.2872  ,-69.4529  ,2.40368e-01
1110  ,108.022  ,42.2872  ,-68.1126  ,2.40368e-01
84715  ,108.028  ,42.2872  ,-67.6503  ,2.40311e-01
37356  ,107.831  ,42.2872  ,-69.9122  ,2.40311e-01
1109  ,108.018  ,42.2872  ,-67.188  ,2.40225e-01
5936  ,107.741  ,42.2872  ,-70.3684  ,2.40224e-01
72790  ,107.984  ,41.9409  ,-68.7538  ,2.40179e-01
25962  ,107.951  ,41.9409  ,-69.0854  ,2.40173e-01
81493  ,108.008  ,41.9409  ,-68.4148  ,2.40170e-01
37357  ,107.892  ,41.8316  ,-69.5397  ,2.40071e-01
79511  ,108.025  ,41.8221  ,-67.9951  ,2.40061e-01
83210  ,107.975  ,42.2872  ,-66.5452  ,2.40056e-01
88635  ,107.586  ,42.2872  ,-70.9977  ,2.40054e-01
25974  ,107.815  ,41.8316  ,-69.9984  ,2.40007e-01
83221  ,108.027  ,41.8221  ,-67.5327  ,2.39997e-01
7053  ,107.987  ,41.5947  ,-68.7166  ,2.39961e-01
72788  ,107.706  ,42.2872  ,-68.7669  ,2.39902e-01
25960  ,107.668  ,42.2872  ,-69.0979  ,2.39886e-01
77281  ,107.726  ,42.2872  ,-68.4277  ,2.39886e-01
25941  ,107.941  ,41.4854  ,-69.1725  ,2.39882e-01
81494  ,108.014  ,41.4759  ,-68.2974  ,2.39870e-01
1108  ,107.899  ,42.2872  ,-65.9053  ,2.39831e-01
25972  ,107.69  ,41.7543  ,-70.5916  ,2.39831e-01
83211  ,108.006  ,41.7514  ,-66.9517  ,2.39829e-01
5937  ,107.399  ,42.2872  ,-71.6182  ,2.39827e-01
7065  ,107.879  ,41.3761  ,-69.6263  ,2.39774e-01
7079  ,108.027  ,41.3571  ,-67.8775  ,2.39755e-01
77291  ,107.73  ,42.0396  ,-68.5211  ,2.39749e-01
77282  ,107.75  ,42.0396  ,-68.182  ,2.39734e-01
25959  ,107.538  ,42.2872  ,-69.4489  ,2.39708e-01
25961  ,107.709  ,41.9409  ,-68.7297  ,2.39681e-01
77280  ,107.643  ,42.2872  ,-68.0017  ,2.39671e-01
33408  ,107.524  ,41.7543  ,-71.218  ,2.39640e-01
76742  ,107.951  ,41.7514  ,-66.3098  ,2.39639e-01
37355  ,107.455  ,42.2872  ,-69.9066  ,2.39636e-01
25973  ,107.771  ,41.2987  ,-70.223  ,2.39630e-01
80432  ,108.022  ,41.2863  ,-67.2962  ,2.39615e-01
83220  ,107.641  ,42.2872  ,-67.5395  ,2.39599e-01
80838  ,107.985  ,40.9409  ,-68.742  ,2.39552e-01
81495  ,107.733  ,41.6934  ,-68.484  ,2.39529e-01
25942  ,107.579  ,41.9409  ,-69.0808  ,2.39502e-01
72282  ,107.766  ,42.2872  ,-65.1563  ,2.39495e-01
80833  ,107.139  ,42.2872  ,-72.3332  ,2.39488e-01
80839  ,107.938  ,40.8316  ,-69.1978  ,2.39472e-01
50921  ,108.013  ,40.8221  ,-68.3229  ,2.39463e-01
7066  ,107.635  ,41.2214  ,-70.8138  ,2.39435e-01
7064  ,107.989  ,41.2156  ,-66.7157  ,2.39428e-01
79513  ,107.753  ,41.5746  ,-68.0644  ,2.39426e-01
25940  ,107.525  ,41.8316  ,-69.5356  ,2.39408e-01
1111  ,107.431  ,42.2872  ,-68.7428  ,2.39404e-01
87384  ,107.839  ,40.8316  ,-69.8702  ,2.39401e-01
50920  ,108.028  ,40.8221  ,-67.6551  ,2.39390e-01
79512  ,107.646  ,41.8221  ,-67.8842  ,2.39362e-01
72284  ,107.842  ,41.7242  ,-65.5488  ,2.39321e-01
46147  ,107.281  ,41.7243  ,-71.9597  ,2.39316e-01
25937  ,107.455  ,42.0396  ,-68.4971  ,2.39251e-01
85769  ,107.719  ,40.7543  ,-70.4647  ,2.39236e-01
77337  ,108.013  ,40.7514  ,-67.0739  ,2.39232e-01
25975  ,107.373  ,41.8157  ,-70.1704  ,2.39229e-01
25958  ,107.3  ,42.2872  ,-69.0938  ,2.39226e-01
25934  ,107.347  ,42.2872  ,-68.3168  ,2.39189e-01
46154  ,107.417  ,41.1915  ,-71.5632  ,2.39154e-01
76743  ,107.905  ,41.1884  ,-65.9516  ,2.39152e-01
47983  ,107.142  ,42.2872  ,-70.3577  ,2.39148e-01
3286  ,107.983  ,40.2872  ,-68.7674  ,2.39148e-01
83209  ,107.422  ,42.2872  ,-67.027  ,2.39133e-01
87383  ,107.906  ,40.2872  ,-69.4429  ,2.39118e-01
50922  ,108.022  ,40.2872  ,-68.1006  ,2.39116e-01
10835  ,107.479  ,41.7921  ,-68.2514  ,2.39099e-01
1107  ,107.589  ,42.2872  ,-64.4167  ,2.39081e-01
80840  ,107.622  ,41.2666  ,-68.5741  ,2.39074e-01
5938  ,106.835  ,42.2872  ,-73.031  ,2.39073e-01
6174  ,107.17  ,42.2872  ,-69.4449  ,2.39049e-01
25938  ,107.372  ,42.0396  ,-68.0711  ,2.39036e-01
3287  ,107.793  ,40.2872  ,-70.1133  ,2.39023e-01
46153  ,107.532  ,40.7543  ,-71.1888  ,2.39023e-01
3285  ,108.025  ,40.2872  ,-67.4327  ,2.39021e-01
76733  ,107.954  ,40.7514  ,-66.3398  ,2.39021e-01
25977  ,107.442  ,41.3602  ,-69.7994  ,2.39004e-01
80841  ,107.568  ,41.1573  ,-69.0289  ,2.38979e-01
1641  ,107.264  ,42.2872  ,-67.8909  ,2.38975e-01
50924  ,107.642  ,41.1478  ,-68.1545  ,2.38971e-01
23615  ,106.971  ,42.2872  ,-70.9826  ,2.38949e-01
25945  ,107.412  ,41.6149  ,-68.7833  ,2.38947e-01
66581  ,107.688  ,41.7242  ,-64.8039  ,2.38947e-01
40749  ,107  ,41.7243  ,-72.6668  ,2.38940e-01
78084  ,107.363  ,42.2872  ,-66.3857  ,2.38935e-01
25936  ,107.156  ,42.2872  ,-68.7187  ,2.38907e-01
25944  ,107.358  ,41.5056  ,-69.2381  ,2.38853e-01
80385  ,107.988  ,40.2872  ,-66.6972  ,2.38846e-01
85767  ,107.627  ,40.2872  ,-70.8424  ,2.38846e-01
25976  ,107.32  ,41.2828  ,-70.3931  ,2.38833e-01
83222  ,107.347  ,41.9003  ,-67.3855  ,2.38801e-01
7063  ,107.774  ,41.1612  ,-65.194  ,2.38796e-01
7067  ,107.153  ,41.1615  ,-72.2976  ,2.38790e-01
25939  ,107.18  ,42.0396  ,-68.473  ,2.38753e-01
33409  ,107.089  ,41.7543  ,-70.5804  ,2.38749e-01
77279  ,107.408  ,41.7514  ,-66.7908  ,2.38730e-01
74798  ,107.025  ,42.2872  ,-69.0698  ,2.38729e-01
77334  ,107.847  ,40.7242  ,-65.5785  ,2.38705e-01
46148  ,107.291  ,40.7243  ,-71.931  ,2.38700e-01
25935  ,107.072  ,42.2872  ,-68.2928  ,2.38692e-01
23618  ,106.98  ,41.7091  ,-71.4388  ,2.38674e-01
74799  ,107.134  ,41.9611  ,-68.7964  ,2.38670e-01
50925  ,107.62  ,40.6128  ,-68.5995  ,2.38665e-01
81499  ,107.368  ,41.3653  ,-68.3414  ,2.38642e-01
47984  ,107.088  ,41.8157  ,-69.7087  ,2.38640e-01
86179  ,107.399  ,40.8157  ,-70.0429  ,2.38625e-01
50923  ,107.642  ,40.6128  ,-67.9321  ,2.38601e-01
3284  ,107.907  ,40.2872  ,-65.9651  ,2.38596e-01
88535  ,107.367  ,42.2872  ,-63.689  ,2.38592e-01
3288  ,107.418  ,40.2872  ,-71.5604  ,2.38592e-01
65391  ,106.49  ,42.2872  ,-73.7091  ,2.38583e-01
80433  ,107.352  ,41.4353  ,-67.7302  ,2.38563e-01
47982  ,106.857  ,42.2872  ,-69.896  ,2.38560e-01
72281  ,107.182  ,42.2872  ,-65.6896  ,2.38517e-01
81488  ,107.158  ,41.7136  ,-68.5507  ,2.38517e-01
31394  ,107.045  ,42.2872  ,-67.3784  ,2.38507e-01
77344  ,107.069  ,42.0396  ,-68.1398  ,2.38504e-01
80831  ,106.867  ,42.2872  ,-69.3766  ,2.38495e-01
25943  ,107.003  ,41.9611  ,-69.1474  ,2.38492e-01
66583  ,107.486  ,41.7236  ,-64.0582  ,2.38487e-01
28725  ,106.67  ,41.7245  ,-73.3688  ,2.38477e-01
33410  ,107.098  ,41.1762  ,-71.0365  ,2.38477e-01
23617  ,106.643  ,42.2872  ,-71.61  ,2.38472e-01
31393  ,106.962  ,42.2872  ,-67.9595  ,2.38444e-01
1112  ,106.881  ,42.2872  ,-68.6947  ,2.38410e-01
77278  ,107.333  ,41.3645  ,-67.1493  ,2.38399e-01
66582  ,107.596  ,41.1606  ,-64.4422  ,2.38376e-01
65404  ,106.845  ,41.1617  ,-73.0097  ,2.38367e-01
73863  ,107.694  ,40.7242  ,-64.831  ,2.38330e-01
40754  ,107.011  ,40.7243  ,-72.6411  ,2.38323e-01
85174  ,107.248  ,40.8316  ,-69.4481  ,2.38264e-01
77333  ,107.778  ,40.2872  ,-65.2132  ,2.38260e-01
48018  ,107.16  ,40.2872  ,-72.2788  ,2.38254e-01
81501  ,107.078  ,41.6528  ,-67.9171  ,2.38236e-01
10839  ,107.005  ,41.3443  ,-69.9725  ,2.38234e-01
60731  ,107.351  ,40.9003  ,-67.5078  ,2.38191e-01
12902  ,107.258  ,40.9385  ,-68.4315  ,2.38186e-01
83215  ,106.722  ,42.2872  ,-69.0015  ,2.38175e-01
31397  ,106.97  ,41.9003  ,-67.7369  ,2.38175e-01
74800  ,106.859  ,41.9611  ,-68.7723  ,2.38172e-01
77343  ,106.77  ,42.2872  ,-68.3614  ,2.38161e-01
40762  ,106.857  ,41.1463  ,-71.7784  ,2.38155e-01
47977  ,106.774  ,41.8157  ,-70.1598  ,2.38151e-01
72280  ,107.028  ,42.2872  ,-64.9453  ,2.38142e-01
76744  ,107.114  ,41.7875  ,-66.0406  ,2.38119e-01
33420  ,106.362  ,42.2872  ,-72.3164  ,2.38095e-01
47969  ,106.784  ,41.8157  ,-69.6404  ,2.38084e-01
47970  ,106.921  ,41.4897  ,-69.4112  ,2.38083e-01
6175  ,106.543  ,42.2872  ,-70.347  ,2.38074e-01
81500  ,107.047  ,41.2868  ,-68.6407  ,2.38059e-01
46150  ,106.99  ,40.7091  ,-71.4098  ,2.38053e-01
1640  ,106.827  ,42.2872  ,-66.866  ,2.38042e-01
1106  ,107.101  ,42.2872  ,-62.9761  ,2.38028e-01
5939  ,106.104  ,42.2872  ,-74.3649  ,2.38018e-01
47978  ,106.554  ,42.2872  ,-69.8277  ,2.38006e-01
72283  ,107.12  ,41.7242  ,-65.3339  ,2.37994e-01
31392  ,106.743  ,42.2872  ,-67.4471  ,2.37976e-01
54567  ,107.242  ,41.7236  ,-63.3374  ,2.37959e-01
85907  ,107.3  ,40.2872  ,-69.0186  ,2.37949e-01
40750  ,106.52  ,41.7243  ,-71.9497  ,2.37948e-01
85182  ,107.351  ,40.2872  ,-68.4282  ,2.37948e-01
28758  ,106.304  ,41.7245  ,-74.0361  ,2.37948e-01
28726  ,106.433  ,41.7235  ,-72.8073  ,2.37947e-01
6179  ,106.564  ,42.2872  ,-69.3083  ,2.37941e-01
47971  ,106.7  ,41.9611  ,-69.0792  ,2.37937e-01
10836  ,106.837  ,41.6351  ,-68.85  ,2.37935e-01
47979  ,106.979  ,40.7543  ,-70.68  ,2.37934e-01
76734  ,107.32  ,40.7514  ,-66.7476  ,2.37930e-01
81489  ,106.748  ,41.9611  ,-68.4391  ,2.37922e-01
76737  ,107.159  ,41.2517  ,-66.4458  ,2.37914e-01
86791  ,106.605  ,42.2872  ,-68.6706  ,2.37914e-01
1642  ,106.66  ,42.2872  ,-68.0282  ,2.37912e-01
87382  ,107.206  ,40.2872  ,-69.6916  ,2.37886e-01
60729  ,107.373  ,40.2872  ,-67.7608  ,2.37885e-01
7062  ,107.372  ,41.16  ,-63.7029  ,2.37877e-01
46143  ,106.783  ,41.2377  ,-70.6159  ,2.37876e-01
59539  ,107.494  ,40.7236  ,-64.0848  ,2.37870e-01
7068  ,106.494  ,41.1619  ,-73.7014  ,2.37865e-01
65405  ,106.682  ,40.7245  ,-73.3438  ,2.37860e-01
3283  ,107.604  ,40.2872  ,-64.4705  ,2.37845e-01
3289  ,106.859  ,40.2872  ,-72.9802  ,2.37838e-01
40751  ,106.591  ,41.1607  ,-72.4406  ,2.37805e-01
23619  ,106.552  ,41.7091  ,-70.8032  ,2.37794e-01
60733  ,106.967  ,41.226  ,-68.0072  ,2.37778e-01
66584  ,107.01  ,41.7748  ,-64.5841  ,2.37731e-01
85768  ,107.058  ,40.2872  ,-70.3298  ,2.37726e-01
72286  ,106.843  ,42.2872  ,-64.2707  ,2.37725e-01
77336  ,107.338  ,40.2872  ,-67.1061  ,2.37724e-01
28723  ,106.076  ,42.2872  ,-73.0163  ,2.37712e-01
31395  ,106.751  ,41.9003  ,-67.2244  ,2.37707e-01
84446  ,106.447  ,42.2872  ,-68.9774  ,2.37678e-01
86790  ,106.495  ,42.2872  ,-68.3374  ,2.37664e-01
75501  ,106.756  ,41.5743  ,-68.2164  ,2.37653e-01
31396  ,106.668  ,41.9003  ,-67.8055  ,2.37642e-01
84447  ,106.51  ,42.0928  ,-68.7024  ,2.37621e-01
79510  ,106.646  ,42.2872  ,-66.1699  ,2.37621e-01
76717  ,107.052  ,41.2245  ,-65.6849  ,2.37598e-01
23616  ,106.215  ,42.2872  ,-70.9744  ,2.37595e-01
66585  ,107.102  ,41.2118  ,-64.9728  ,2.37586e-01
10487  ,106.562  ,41.131  ,-71.2593  ,2.37520e-01
76735  ,107.279  ,40.2872  ,-66.3723  ,2.37512e-01
65399  ,106.87  ,40.2872  ,-71.0533  ,2.37510e-01
29503  ,106.272  ,42.2872  ,-69.8275  ,2.37501e-01
76736  ,107.118  ,40.7875  ,-66.0705  ,2.37494e-01
47974  ,106.811  ,40.8157  ,-69.6212  ,2.37492e-01
60732  ,106.989  ,40.6128  ,-68.2602  ,2.37468e-01
85181  ,106.938  ,40.6128  ,-68.8507  ,2.37468e-01
75518  ,106.282  ,42.2872  ,-69.3081  ,2.37435e-01
28747  ,105.904  ,41.8484  ,-74.673  ,2.37432e-01
83301  ,106.387  ,42.2872  ,-68.0358  ,2.37425e-01
1113  ,106.33  ,42.2872  ,-68.6465  ,2.37417e-01
88643  ,106.792  ,42.2872  ,-62.2807  ,2.37392e-01
75519  ,106.352  ,42.0928  ,-69.0093  ,2.37386e-01
28757  ,106.113  ,41.2858  ,-74.3503  ,2.37383e-01
75506  ,106.488  ,41.7668  ,-68.7801  ,2.37383e-01
32995  ,105.679  ,42.2872  ,-74.996  ,2.37380e-01
11545  ,106.676  ,41.5134  ,-67.5829  ,2.37374e-01
83754  ,106.4  ,42.0928  ,-68.3692  ,2.37372e-01
54569  ,106.954  ,41.7236  ,-62.6306  ,2.37355e-01
59536  ,107.384  ,40.2872  ,-63.7391  ,2.37353e-01
46146  ,106.511  ,41.3578  ,-69.9425  ,2.37349e-01
73864  ,107.115  ,40.7242  ,-65.3202  ,2.37345e-01
85770  ,106.516  ,40.2872  ,-73.6623  ,2.37344e-01
28728  ,106.262  ,41.1609  ,-73.1425  ,2.37342e-01
74797  ,106.727  ,40.9611  ,-69.0599  ,2.37341e-01
75499  ,106.778  ,40.9611  ,-68.4695  ,2.37340e-01
40753  ,106.525  ,40.7243  ,-72.0589  ,2.37340e-01
59538  ,107.251  ,40.7236  ,-63.3609  ,2.37339e-01
46142  ,106.664  ,40.8157  ,-70.2594  ,2.37332e-01
39316  ,106.317  ,40.7245  ,-74.0144  ,2.37328e-01
40755  ,106.445  ,40.7235  ,-72.7819  ,2.37326e-01
23620  ,106.225  ,41.7091  ,-71.4305  ,2.37316e-01
54568  ,107.105  ,41.16  ,-62.9875  ,2.37309e-01
29506  ,106.281  ,41.8292  ,-70.1297  ,2.37269e-01
80391  ,106.367  ,42.2872  ,-67.1269  ,2.37254e-01
76756  ,107.181  ,40.2872  ,-65.7058  ,2.37243e-01
46149  ,106.658  ,40.2872  ,-71.6903  ,2.37238e-01
59554  ,106.578  ,41.7875  ,-66.5209  ,2.37222e-01
1501  ,106.466  ,42.2872  ,-65.4739  ,2.37205e-01
47972  ,106.291  ,41.8292  ,-69.6104  ,2.37202e-01
72787  ,106.599  ,42.2872  ,-63.5504  ,2.37199e-01
47973  ,106.427  ,41.5031  ,-69.3812  ,2.37199e-01
83300  ,106.283  ,42.2872  ,-67.7081  ,2.37190e-01
39302  ,105.71  ,42.2872  ,-73.6832  ,2.37184e-01
72798  ,106.223  ,42.2872  ,-68.345  ,2.37177e-01
84445  ,106.165  ,42.2872  ,-68.9772  ,2.37173e-01
40760  ,106.296  ,41.1454  ,-71.9214  ,2.37169e-01
83302  ,106.395  ,41.9003  ,-67.8131  ,2.37154e-01
75500  ,106.481  ,41.4128  ,-68.7471  ,2.37136e-01
54575  ,106.901  ,41.2112  ,-64.2272  ,2.37127e-01
72800  ,106.235  ,42.0928  ,-68.6784  ,2.37124e-01
5991  ,105.888  ,42.2872  ,-71.6018  ,2.37119e-01
59531  ,106.735  ,41.7236  ,-63.9138  ,2.37119e-01
72285  ,107.017  ,40.7748  ,-64.611  ,2.37107e-01
28724  ,105.905  ,41.7245  ,-73.3515  ,2.37103e-01
75504  ,106.408  ,41.706  ,-68.1466  ,2.37101e-01
60730  ,106.698  ,40.9003  ,-67.8359  ,2.37059e-01
25978  ,106.29  ,41.2511  ,-70.5859  ,2.36990e-01
46144  ,106.442  ,40.7091  ,-70.9028  ,2.36974e-01
29505  ,105.933  ,42.2872  ,-70.2852  ,2.36971e-01
33422  ,105.959  ,41.7235  ,-72.0927  ,2.36967e-01
28748  ,105.731  ,41.7638  ,-74.0624  ,2.36951e-01
1894  ,106.115  ,42.2872  ,-68.0434  ,2.36938e-01
6296  ,106  ,42.2872  ,-69.3079  ,2.36930e-01
72799  ,106.055  ,42.2872  ,-68.6225  ,2.36921e-01
80392  ,106.291  ,41.9003  ,-67.4854  ,2.36918e-01
72536  ,106.663  ,40.9003  ,-67.1812  ,2.36899e-01
59551  ,106.203  ,42.2872  ,-66.6226  ,2.36889e-01
74418  ,106.503  ,41.4006  ,-66.8794  ,2.36887e-01
72801  ,106.127  ,42.0928  ,-68.3768  ,2.36884e-01
50908  ,106.07  ,42.0928  ,-69.0091  ,2.36880e-01
28737  ,105.926  ,41.2012  ,-73.7307  ,2.36874e-01
54570  ,106.645  ,41.7435  ,-63.1232  ,2.36874e-01
73865  ,107.029  ,40.2872  ,-64.9585  ,2.36868e-01
40752  ,106.379  ,40.2872  ,-72.4002  ,2.36862e-01
75502  ,106.401  ,41.352  ,-68.1136  ,2.36854e-01
11069  ,106.14  ,41.8985  ,-68.7102  ,2.36832e-01
7077  ,105.694  ,41.4097  ,-74.9751  ,2.36830e-01
11231  ,106.03  ,41.1599  ,-72.5836  ,2.36821e-01
37319  ,105.918  ,40.8484  ,-74.652  ,2.36809e-01
77277  ,106.398  ,41.7875  ,-65.8249  ,2.36803e-01
54571  ,106.781  ,41.1799  ,-63.4866  ,2.36798e-01
55475  ,106.448  ,41.7748  ,-65.1127  ,2.36790e-01
25979  ,105.953  ,41.8292  ,-70.7571  ,2.36788e-01
55473  ,106.282  ,42.2872  ,-64.7993  ,2.36787e-01
3282  ,107.12  ,40.2872  ,-63.0226  ,2.36785e-01
3290  ,106.131  ,40.2872  ,-74.3221  ,2.36775e-01
32656  ,105.46  ,41.8484  ,-75.2913  ,2.36758e-01
3422  ,106.618  ,40.2872  ,-69.2699  ,2.36751e-01
3421  ,106.72  ,40.2872  ,-68.089  ,2.36750e-01
85180  ,106.669  ,40.2872  ,-68.6794  ,2.36749e-01
33421  ,105.602  ,42.2872  ,-72.3016  ,2.36735e-01
54580  ,106.964  ,40.7236  ,-62.6535  ,2.36734e-01
40758  ,106.23  ,40.7091  ,-71.5397  ,2.36704e-01
31405  ,106.011  ,42.2872  ,-67.7157  ,2.36703e-01
29507  ,106.009  ,41.8292  ,-69.6102  ,2.36696e-01
1105  ,106.441  ,42.2872  ,-61.6055  ,2.36684e-01
44099  ,106.624  ,41.7236  ,-61.9448  ,2.36681e-01
31398  ,105.948  ,42.2872  ,-68.3209  ,2.36681e-01
50907  ,105.89  ,42.2872  ,-68.9531  ,2.36677e-01
5940  ,105.217  ,42.2872  ,-75.6001  ,2.36672e-01
7061  ,106.796  ,41.16  ,-62.2896  ,2.36667e-01
77351  ,106.343  ,42.2872  ,-62.9215  ,2.36663e-01
59553  ,106.213  ,41.8484  ,-66.8767  ,2.36657e-01
28745  ,105.348  ,42.2872  ,-74.2815  ,2.36651e-01
75507  ,106.079  ,41.6349  ,-69.3113  ,2.36646e-01
27664  ,105.96  ,42.0928  ,-68.6543  ,2.36628e-01
47976  ,106.318  ,40.8292  ,-69.5912  ,2.36604e-01
47975  ,106.47  ,40.2872  ,-69.9081  ,2.36589e-01
72533  ,106.685  ,40.2872  ,-67.4343  ,2.36588e-01
74417  ,106.133  ,41.5445  ,-68.6773  ,2.36583e-01
28727  ,105.673  ,41.7235  ,-72.7925  ,2.36583e-01
76097  ,106.372  ,40.7389  ,-68.9571  ,2.36540e-01
72552  ,106.423  ,40.7389  ,-68.3666  ,2.36540e-01
33411  ,105.605  ,42.2872  ,-70.9125  ,2.36493e-01
54573  ,106.736  ,40.7236  ,-63.9186  ,2.36478e-01
25981  ,105.955  ,41.2087  ,-71.262  ,2.36478e-01
56759  ,106.023  ,42.2872  ,-65.9265  ,2.36471e-01
39315  ,105.907  ,40.7245  ,-73.3758  ,2.36468e-01
2075  ,105.906  ,42.2872  ,-67.3879  ,2.36468e-01
10840  ,106.018  ,41.3712  ,-69.9124  ,2.36465e-01
59537  ,106.852  ,40.2872  ,-64.3024  ,2.36461e-01
74796  ,106.089  ,40.2872  ,-73.0152  ,2.36453e-01
46145  ,106.17  ,40.8292  ,-70.2294  ,2.36444e-01
31399  ,105.836  ,42.2872  ,-68.0072  ,2.36434e-01
3423  ,106.323  ,40.2872  ,-70.5463  ,2.36430e-01
3418  ,106.65  ,40.2872  ,-66.7795  ,2.36429e-01
50906  ,105.725  ,42.2872  ,-69.2515  ,2.36428e-01
1114  ,105.78  ,42.2872  ,-68.5984  ,2.36425e-01
76727  ,106.49  ,40.7875  ,-66.4777  ,2.36414e-01
13167  ,106.33  ,41.2877  ,-66.1759  ,2.36404e-01
29504  ,105.661  ,42.2872  ,-69.7656  ,2.36399e-01
75508  ,106.072  ,41.2809  ,-69.2784  ,2.36398e-01
76716  ,106.38  ,41.2751  ,-65.4637  ,2.36390e-01
75503  ,106.09  ,41.6064  ,-67.6403  ,2.36388e-01
13028  ,106.43  ,41.2624  ,-64.7515  ,2.36379e-01
27666  ,105.795  ,42.0928  ,-68.9526  ,2.36378e-01
54561  ,106.264  ,41.7748  ,-64.4381  ,2.36373e-01
1500  ,106.098  ,42.2872  ,-64.1247  ,2.36372e-01
28750  ,105.526  ,41.325  ,-74.3675  ,2.36357e-01
5990  ,105.316  ,42.2872  ,-73.0015  ,2.36354e-01
40756  ,105.964  ,40.7235  ,-72.2019  ,2.36353e-01
28738  ,105.694  ,41.2001  ,-73.1718  ,2.36352e-01
11070  ,106.125  ,41.1906  ,-68.6443  ,2.36336e-01
37321  ,105.745  ,40.7638  ,-74.041  ,2.36327e-01
72539  ,106.138  ,41.4615  ,-67.2352  ,2.36321e-01
25980  ,105.618  ,41.7868  ,-71.4333  ,2.36279e-01
54579  ,106.655  ,40.7435  ,-63.1465  ,2.36249e-01
72537  ,106.128  ,41.2463  ,-67.6591  ,2.36226e-01
31406  ,105.732  ,42.2872  ,-67.6795  ,2.36199e-01
44109  ,106.493  ,41.1799  ,-62.78  ,2.36193e-01
27667  ,105.669  ,42.2872  ,-68.2847  ,2.36177e-01
27663  ,105.615  ,42.2872  ,-68.8967  ,2.36175e-01
31400  ,105.809  ,41.9933  ,-67.8705  ,2.36171e-01
29508  ,105.67  ,41.8292  ,-70.0679  ,2.36164e-01
76755  ,106.553  ,40.2872  ,-66.113  ,2.36159e-01
65398  ,106.11  ,40.2872  ,-71.1833  ,2.36157e-01
76715  ,106.392  ,40.7875  ,-65.8112  ,2.36146e-01
67609  ,106.812  ,40.2872  ,-62.3235  ,2.36143e-01
73866  ,106.443  ,40.7748  ,-65.099  ,2.36134e-01
43963  ,105.707  ,40.2872  ,-74.9572  ,2.36131e-01
32661  ,105.474  ,40.8484  ,-75.2735  ,2.36131e-01
40759  ,105.689  ,41.2231  ,-71.9242  ,2.36128e-01
28734  ,105.337  ,41.7638  ,-73.3807  ,2.36117e-01
75497  ,105.822  ,41.799  ,-68.2039  ,2.36117e-01
86803  ,105.743  ,42.2872  ,-66.8836  ,2.36102e-01
59555  ,105.954  ,41.7875  ,-66.2775  ,2.36068e-01
44136  ,106.634  ,40.7236  ,-61.9646  ,2.36055e-01
28746  ,105.143  ,41.8484  ,-74.5866  ,2.36054e-01
54562  ,106.31  ,41.2311  ,-64.0109  ,2.36049e-01
54558  ,106.144  ,41.7435  ,-63.6976  ,2.36044e-01
32655  ,105.234  ,41.2873  ,-75.5791  ,2.36042e-01
73861  ,105.616  ,41.931  ,-69.3897  ,2.36022e-01
88537  ,106.013  ,42.2872  ,-62.2362  ,2.35991e-01
33418  ,105.397  ,41.785  ,-71.9668  ,2.35978e-01
